-0.40000 0.00000 0.00000 1.00000
-0.40000 0.00080 0.00168 1.00000
-0.40000 0.00160 0.00336 0.99999
-0.39999 0.00240 0.00504 0.99999
-0.39999 0.00320 0.00672 0.99998
-0.39998 0.00400 0.00840 0.99996
-0.39998 0.00480 0.01008 0.99995
-0.39997 0.00560 0.01176 0.99993
-0.39996 0.00640 0.01344 0.99991
-0.39995 0.00720 0.01512 0.99989
-0.39993 0.00800 0.01680 0.99986
-0.39992 0.00880 0.01848 0.99983
-0.39990 0.00960 0.02016 0.99980
-0.39989 0.01040 0.02184 0.99976
-0.39987 0.01120 0.02352 0.99972
-0.39985 0.01200 0.02520 0.99968
-0.39983 0.01280 0.02689 0.99964
-0.39981 0.01360 0.02857 0.99959
-0.39978 0.01440 0.03025 0.99954
-0.39976 0.01520 0.03193 0.99949
-0.39973 0.01600 0.03361 0.99944
-0.39970 0.01679 0.03529 0.99938
-0.39967 0.01759 0.03697 0.99932
-0.39964 0.01839 0.03866 0.99925
-0.39961 0.01919 0.04034 0.99919
-0.39958 0.01999 0.04202 0.99912
-0.39955 0.02079 0.04370 0.99904
-0.39951 0.02159 0.04539 0.99897
-0.39947 0.02239 0.04707 0.99889
-0.39943 0.02318 0.04875 0.99881
-0.39940 0.02398 0.05044 0.99873
-0.39935 0.02478 0.05212 0.99864
-0.39931 0.02558 0.05380 0.99855
-0.39927 0.02638 0.05549 0.99846
-0.39922 0.02718 0.05717 0.99836
-0.39918 0.02797 0.05886 0.99827
-0.39913 0.02877 0.06054 0.99817
-0.39908 0.02957 0.06223 0.99806
-0.39903 0.03037 0.06391 0.99796
-0.39898 0.03116 0.06560 0.99785
-0.39892 0.03196 0.06728 0.99773
-0.39887 0.03276 0.06897 0.99762
-0.39881 0.03355 0.07066 0.99750
-0.39876 0.03435 0.07234 0.99738
-0.39870 0.03515 0.07403 0.99726
-0.39864 0.03594 0.07572 0.99713
-0.39858 0.03674 0.07741 0.99700
-0.39852 0.03754 0.07909 0.99687
-0.39845 0.03833 0.08078 0.99673
-0.39839 0.03913 0.08247 0.99659
-0.39832 0.03992 0.08416 0.99645
-0.39825 0.04072 0.08585 0.99631
-0.39818 0.04151 0.08754 0.99616
-0.39811 0.04231 0.08923 0.99601
-0.39804 0.04310 0.09092 0.99586
-0.39797 0.04390 0.09261 0.99570
-0.39789 0.04469 0.09431 0.99554
-0.39782 0.04549 0.09600 0.99538
-0.39774 0.04628 0.09769 0.99522
-0.39766 0.04707 0.09938 0.99505
-0.39758 0.04787 0.10108 0.99488
-0.39750 0.04866 0.10277 0.99471
-0.39742 0.04945 0.10446 0.99453
-0.39733 0.05025 0.10616 0.99435
-0.39725 0.05104 0.10785 0.99417
-0.39716 0.05183 0.10955 0.99398
-0.39707 0.05262 0.11125 0.99379
-0.39698 0.05341 0.11294 0.99360
-0.39689 0.05421 0.11464 0.99341
-0.39680 0.05500 0.11634 0.99321
-0.39671 0.05579 0.11804 0.99301
-0.39661 0.05658 0.11973 0.99281
-0.39652 0.05737 0.12143 0.99260
-0.39642 0.05816 0.12313 0.99239
-0.39632 0.05895 0.12483 0.99218
-0.39622 0.05974 0.12653 0.99196
-0.39612 0.06053 0.12823 0.99174
-0.39602 0.06132 0.12994 0.99152
-0.39591 0.06211 0.13164 0.99130
-0.39581 0.06290 0.13334 0.99107
-0.39570 0.06368 0.13504 0.99084
-0.39559 0.06447 0.13675 0.99061
-0.39548 0.06526 0.13845 0.99037
-0.39537 0.06605 0.14016 0.99013
-0.39526 0.06683 0.14186 0.98989
-0.39515 0.06762 0.14357 0.98964
-0.39503 0.06841 0.14528 0.98939
-0.39492 0.06919 0.14698 0.98914
-0.39480 0.06998 0.14869 0.98888
-0.39468 0.07077 0.15040 0.98863
-0.39456 0.07155 0.15211 0.98836
-0.39444 0.07234 0.15382 0.98810
-0.39432 0.07312 0.15553 0.98783
-0.39419 0.07390 0.15724 0.98756
-0.39407 0.07469 0.15895 0.98729
-0.39394 0.07547 0.16066 0.98701
-0.39381 0.07626 0.16238 0.98673
-0.39368 0.07704 0.16409 0.98645
-0.39355 0.07782 0.16581 0.98616
-0.39342 0.07860 0.16752 0.98587
-0.39328 0.07938 0.16924 0.98558
-0.39315 0.08017 0.17095 0.98528
-0.39301 0.08095 0.17267 0.98498
-0.39288 0.08173 0.17439 0.98468
-0.39274 0.08251 0.17610 0.98437
-0.39260 0.08329 0.17782 0.98406
-0.39246 0.08407 0.17954 0.98375
-0.39231 0.08485 0.18126 0.98343
-0.39217 0.08563 0.18298 0.98312
-0.39202 0.08640 0.18470 0.98279
-0.39188 0.08718 0.18643 0.98247
-0.39173 0.08796 0.18815 0.98214
-0.39158 0.08874 0.18987 0.98181
-0.39143 0.08951 0.19160 0.98147
-0.39127 0.09029 0.19332 0.98114
-0.39112 0.09107 0.19505 0.98079
-0.39097 0.09184 0.19677 0.98045
-0.39081 0.09262 0.19850 0.98010
-0.39065 0.09339 0.20023 0.97975
-0.39049 0.09417 0.20195 0.97939
-0.39033 0.09494 0.20368 0.97904
-0.39017 0.09571 0.20541 0.97868
-0.39001 0.09649 0.20714 0.97831
-0.38984 0.09726 0.20887 0.97794
-0.38968 0.09803 0.21061 0.97757
-0.38951 0.09880 0.21234 0.97720
-0.38934 0.09957 0.21407 0.97682
-0.38917 0.10034 0.21581 0.97644
-0.38900 0.10111 0.21754 0.97605
-0.38883 0.10188 0.21928 0.97566
-0.38866 0.10265 0.22101 0.97527
-0.38848 0.10342 0.22275 0.97488
-0.38831 0.10419 0.22449 0.97448
-0.38813 0.10496 0.22622 0.97408
-0.38795 0.10573 0.22796 0.97367
-0.38777 0.10649 0.22970 0.97326
-0.38759 0.10726 0.23144 0.97285
-0.38740 0.10803 0.23318 0.97243
-0.38722 0.10879 0.23493 0.97201
-0.38703 0.10956 0.23667 0.97159
-0.38685 0.11032 0.23841 0.97116
-0.38666 0.11108 0.24016 0.97073
-0.38647 0.11185 0.24190 0.97030
-0.38628 0.11261 0.24365 0.96986
-0.38609 0.11337 0.24539 0.96942
-0.38589 0.11414 0.24714 0.96898
-0.38570 0.11490 0.24889 0.96853
-0.38550 0.11566 0.25063 0.96808
-0.38530 0.11642 0.25238 0.96763
-0.38510 0.11718 0.25413 0.96717
-0.38490 0.11794 0.25588 0.96671
-0.38470 0.11870 0.25763 0.96624
-0.38450 0.11946 0.25939 0.96577
-0.38430 0.12021 0.26114 0.96530
-0.38409 0.12097 0.26289 0.96483
-0.38388 0.12173 0.26465 0.96435
-0.38367 0.12248 0.26640 0.96386
-0.38347 0.12324 0.26816 0.96338
-0.38325 0.12399 0.26991 0.96288
-0.38304 0.12475 0.27167 0.96239
-0.38283 0.12550 0.27343 0.96189
-0.38261 0.12626 0.27519 0.96139
-0.38240 0.12701 0.27694 0.96089
-0.38218 0.12776 0.27870 0.96038
-0.38196 0.12851 0.28046 0.95986
-0.38174 0.12926 0.28223 0.95935
-0.38152 0.13001 0.28399 0.95883
-0.38130 0.13076 0.28575 0.95830
-0.38107 0.13151 0.28751 0.95778
-0.38085 0.13226 0.28928 0.95725
-0.38062 0.13301 0.29104 0.95671
-0.38039 0.13376 0.29281 0.95617
-0.38016 0.13450 0.29457 0.95563
-0.37993 0.13525 0.29634 0.95508
-0.37970 0.13600 0.29810 0.95453
-0.37947 0.13674 0.29987 0.95398
-0.37923 0.13748 0.30164 0.95342
-0.37900 0.13823 0.30341 0.95286
-0.37876 0.13897 0.30518 0.95230
-0.37852 0.13971 0.30695 0.95173
-0.37828 0.14046 0.30872 0.95115
-0.37804 0.14120 0.31049 0.95058
-0.37779 0.14194 0.31226 0.95000
-0.37755 0.14268 0.31404 0.94941
-0.37731 0.14342 0.31581 0.94882
