-0.40000 0.00000
-0.40000 0.00080
-0.40000 0.00160
-0.39999 0.00240
-0.39999 0.00320
-0.39998 0.00400
-0.39998 0.00480
-0.39997 0.00560
-0.39996 0.00640
-0.39995 0.00720
-0.39993 0.00800
-0.39992 0.00880
-0.39990 0.00960
-0.39989 0.01040
-0.39987 0.01120
-0.39985 0.01200
-0.39983 0.01280
-0.39981 0.01360
-0.39978 0.01440
-0.39976 0.01520
-0.39973 0.01600
-0.39970 0.01679
-0.39967 0.01759
-0.39964 0.01839
-0.39961 0.01919
-0.39958 0.01999
-0.39955 0.02079
-0.39951 0.02159
-0.39947 0.02239
-0.39943 0.02318
-0.39940 0.02398
-0.39935 0.02478
-0.39931 0.02558
-0.39927 0.02638
-0.39922 0.02718
-0.39918 0.02797
-0.39913 0.02877
-0.39908 0.02957
-0.39903 0.03037
-0.39898 0.03116
-0.39892 0.03196
-0.39887 0.03276
-0.39881 0.03355
-0.39876 0.03435
-0.39870 0.03515
-0.39864 0.03594
-0.39858 0.03674
-0.39852 0.03754
-0.39845 0.03833
-0.39839 0.03913
-0.39832 0.03992
-0.39825 0.04072
-0.39818 0.04151
-0.39811 0.04231
-0.39804 0.04310
-0.39797 0.04390
-0.39789 0.04469
-0.39782 0.04549
-0.39774 0.04628
-0.39766 0.04707
-0.39758 0.04787
-0.39750 0.04866
-0.39742 0.04945
-0.39733 0.05025
-0.39725 0.05104
-0.39716 0.05183
-0.39707 0.05262
-0.39698 0.05341
-0.39689 0.05421
-0.39680 0.05500
-0.39671 0.05579
-0.39661 0.05658
-0.39652 0.05737
-0.39642 0.05816
-0.39632 0.05895
-0.39622 0.05974
-0.39612 0.06053
-0.39602 0.06132
-0.39591 0.06211
-0.39581 0.06290
-0.39570 0.06368
-0.39559 0.06447
-0.39548 0.06526
-0.39537 0.06605
-0.39526 0.06683
-0.39515 0.06762
-0.39503 0.06841
-0.39492 0.06919
-0.39480 0.06998
-0.39468 0.07077
-0.39456 0.07155
-0.39444 0.07234
-0.39432 0.07312
-0.39419 0.07390
-0.39407 0.07469
-0.39394 0.07547
-0.39381 0.07626
-0.39368 0.07704
-0.39355 0.07782
-0.39342 0.07860
-0.39328 0.07938
-0.39315 0.08017
-0.39301 0.08095
