-0.60000 0.00000
-0.60000 0.00120
-0.60000 0.00240
-0.59999 0.00360
-0.59999 0.00480
-0.59998 0.00600
-0.59997 0.00720
-0.59996 0.00840
-0.59995 0.00960
-0.59994 0.01080
-0.59992 0.01200
-0.59991 0.01320
-0.59989 0.01440
-0.59987 0.01560
-0.59985 0.01680
-0.59983 0.01800
-0.59980 0.01920
-0.59978 0.02039
-0.59975 0.02159
-0.59972 0.02279
-0.59969 0.02399
-0.59966 0.02519
-0.59963 0.02639
-0.59959 0.02759
-0.59956 0.02878
-0.59952 0.02998
-0.59948 0.03118
-0.59944 0.03238
-0.59940 0.03358
-0.59935 0.03477
-0.59931 0.03597
-0.59926 0.03717
-0.59921 0.03836
-0.59916 0.03956
-0.59911 0.04076
-0.59906 0.04195
-0.59900 0.04315
-0.59895 0.04434
-0.59889 0.04554
-0.59883 0.04674
-0.59877 0.04793
-0.59871 0.04913
-0.59864 0.05032
-0.59858 0.05151
-0.59851 0.05271
-0.59844 0.05390
-0.59837 0.05509
-0.59830 0.05629
-0.59823 0.05748
-0.59815 0.05867
-0.59808 0.05986
-0.59800 0.06106
-0.59792 0.06225
-0.59784 0.06344
-0.59776 0.06463
-0.59767 0.06582
-0.59759 0.06701
-0.59750 0.06820
-0.59741 0.06939
-0.59732 0.07058
-0.59723 0.07177
-0.59714 0.07295
-0.59704 0.07414
-0.59695 0.07533
-0.59685 0.07652
-0.59675 0.07770
-0.59665 0.07889
-0.59655 0.08007
-0.59644 0.08126
-0.59634 0.08244
-0.59623 0.08363
-0.59612 0.08481
-0.59601 0.08600
-0.59590 0.08718
-0.59579 0.08836
-0.59567 0.08954
-0.59556 0.09072
-0.59544 0.09191
-0.59532 0.09309
-0.59520 0.09427
-0.59508 0.09545
-0.59495 0.09663
-0.59483 0.09780
-0.59470 0.09898
-0.59457 0.10016
-0.59444 0.10134
-0.59431 0.10251
-0.59418 0.10369
-0.59404 0.10486
-0.59390 0.10604
-0.59377 0.10721
-0.59363 0.10839
-0.59349 0.10956
-0.59334 0.11073
-0.59320 0.11190
-0.59305 0.11307
-0.59290 0.11425
-0.59276 0.11542
-0.59261 0.11658
-0.59245 0.11775
-0.59230 0.11892
-0.59214 0.12009
-0.59199 0.12126
-0.59183 0.12242
-0.59167 0.12359
-0.59151 0.12475
-0.59135 0.12592
-0.59118 0.12708
-0.59101 0.12824
-0.59085 0.12941
-0.59068 0.13057
-0.59051 0.13173
-0.59033 0.13289
